EBOOK SALES BY TITLE REPORT
57395 - MARBLE PRESS LLC
PERIOD from 12-01-25 to 12-31-25
ORDER NBR,DATE,ISBN,TITLE,QUANTITY,PRODUCT AMT
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.36
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.36
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.36
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.36
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507474,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507475,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507475,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507475,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507475,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507475,12-15-25,9781958325384,Into The Deep Blue,1,0.35
6507568,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6507569,12-16-25,9781958325384,Into The Deep Blue,1,5.00
6508236,12-18-25,9781958325384,Into The Deep Blue,1,9.64
6508236,12-18-25,9781958325384,Into The Deep Blue,1,9.10
6508236,12-18-25,9781958325384,Into The Deep Blue,2,18.18
6508254,12-18-25,9781958325384,Into The Deep Blue,1,7.14
6508616,12-22-25,9781958325384,Into The Deep Blue,1,5.77
6508617,12-22-25,9781958325384,Into The Deep Blue,1,5.63
6508618,12-22-25,9781958325384,Into The Deep Blue,1,5.53
6508618,12-22-25,9781958325384,Into The Deep Blue,1,5.58
6508640,12-22-25,9781958325384,Into The Deep Blue,2,11.05
6508646,12-22-25,9781958325384,Into The Deep Blue,1,5.16
6508853,12-23-25,9781958325384,Into The Deep Blue,1,5.85
6508853,12-23-25,9781958325384,Into The Deep Blue,14,81.90
6509348,12-29-25,9781958325384,Into The Deep Blue,1,5.56
6509348,12-29-25,9781958325384,Into The Deep Blue,1,5.56
6509348,12-29-25,9781958325384,Into The Deep Blue,1,5.57
6509351,12-29-25,9781958325384,Into The Deep Blue,4,23.35
6509353,12-29-25,9781958325384,Into The Deep Blue,1,5.67
6509353,12-29-25,9781958325384,Into The Deep Blue,1,5.67
6509353,12-29-25,9781958325384,Into The Deep Blue,3,17.02
6509353,12-29-25,9781958325384,Into The Deep Blue,1,5.68
6509353,12-29-25,9781958325384,Into The Deep Blue,1,5.70
6509353,12-29-25,9781958325384,Into The Deep Blue,7,39.97
6509354,12-29-25,9781958325384,Into The Deep Blue,14,79.63
6509354,12-29-25,9781958325384,Into The Deep Blue,5,28.44
6509354,12-29-25,9781958325384,Into The Deep Blue,1,5.70
6509354,12-29-25,9781958325384,Into The Deep Blue,1,5.62
6509354,12-29-25,9781958325384,Into The Deep Blue,5,28.17
6509354,12-29-25,9781958325384,Into The Deep Blue,14,78.88
6509354,12-29-25,9781958325384,Into The Deep Blue,3,16.93
6509354,12-29-25,9781958325384,Into The Deep Blue,9,50.91
6509354,12-29-25,9781958325384,Into The Deep Blue,14,79.32
6509354,12-29-25,9781958325384,Into The Deep Blue,7,39.66
6509355,12-29-25,9781958325384,Into The Deep Blue,1,5.63
6509355,12-29-25,9781958325384,Into The Deep Blue,2,11.31
6509356,12-29-25,9781958325384,Into The Deep Blue,4,22.36
6509357,12-31-25,9781958325384,Into The Deep Blue,5,27.90
6509357,12-31-25,9781958325384,Into The Deep Blue,2,11.31
6509357,12-31-25,9781958325384,Into The Deep Blue,8,45.47
6509357,12-31-25,9781958325384,Into The Deep Blue,3,17.05
6509357,12-31-25,9781958325384,Into The Deep Blue,1,5.70
6509357,12-31-25,9781958325384,Into The Deep Blue,3,17.13
6509357,12-31-25,9781958325384,Into The Deep Blue,3,17.13
6509358,12-31-25,9781958325384,Into The Deep Blue,1,5.63
6509358,12-31-25,9781958325384,Into The Deep Blue,1,5.63
6509359,12-29-25,9781958325384,Into The Deep Blue,1,5.19
6509364,12-29-25,9781958325384,Into The Deep Blue,17,94.86
6509364,12-29-25,9781958325384,Into The Deep Blue,1,5.64
6509364,12-29-25,9781958325384,Into The Deep Blue,1,5.70
6509364,12-29-25,9781958325384,Into The Deep Blue,7,39.47
6509364,12-29-25,9781958325384,Into The Deep Blue,3,17.10
6509366,12-29-25,9781958325384,Into The Deep Blue,2,11.50
6509366,12-29-25,9781958325384,Into The Deep Blue,2,11.70
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,2,11.70
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,2,11.70
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,2,11.70
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,2,11.70
6509366,12-29-25,9781958325384,Into The Deep Blue,162,947.70
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,5,29.25
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.85
6509366,12-29-25,9781958325384,Into The Deep Blue,1,5.90
6509420,12-30-25,9781958325384,Into The Deep Blue,1,10.95
6509420,12-30-25,9781958325384,Into The Deep Blue,1,1.50
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.35
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.15
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
6509421,12-30-25,9781958325384,Into The Deep Blue,1,7.14
Subtotal for Into The Deep Blue,,,,620,2544.66
 
6507476,12-15-25,9781958325117,Linden: The Story Of A Tree And The Community That Loves Him,1,0.50
Subtotal for Linden: The Story Of A Tree And The Community That Loves Him,,,,1,0.50
 
6507475,12-15-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
Subtotal for Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,,,,1,0.53
 
6507474,12-15-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6507474,12-15-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6507474,12-15-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6507475,12-15-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6508853,12-23-25,9781958325032,My Big Embarrassing Elephant,1,4.50
Subtotal for My Big Embarrassing Elephant,,,,5,5.62
 
6507474,12-15-25,9781958325131,One Alley Summer: A Novel About Friendship And Growing Up,1,0.48
Subtotal for One Alley Summer: A Novel About Friendship And Growing Up,,,,1,0.48
 
6507474,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507474,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507475,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507475,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507475,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507475,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507475,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507476,12-15-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6507568,12-16-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6507569,12-16-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6507569,12-16-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6507569,12-16-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6508236,12-18-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,7.38
6508236,12-18-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,8,56.00
6508250,12-18-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,6,42.00
6508250,12-18-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,6.89
6508853,12-23-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,8,36.00
6509366,12-29-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,13,58.50
6509421,12-30-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.49
6509421,12-30-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.50
Subtotal for Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,,,,58,237.96
 
6507474,12-15-25,9781958325315,Rafa And The Wrong Legs,1,0.50
Subtotal for Rafa And The Wrong Legs,,,,1,0.50
 
6508853,12-23-25,9781958325155,Sophie: Frankensteins Hound: A Graphic Novel  Vol.2,4,27.00
6509366,12-29-25,9781958325155,Sophie: Frankensteins Hound: A Graphic Novel  Vol.2,1,6.75
Subtotal for Sophie: Frankensteins Hound: A Graphic Novel  Vol.2,,,,5,33.75
 
6508853,12-23-25,9781958325278,Sophie: Jurassic Bark: A Graphic Novel  Vol.1,6,40.50
6509366,12-29-25,9781958325278,Sophie: Jurassic Bark: A Graphic Novel  Vol.1,2,13.50
Subtotal for Sophie: Jurassic Bark: A Graphic Novel  Vol.1,,,,8,54.00
 
6508254,12-18-25,9781958325360,Sophie: Wags To Wishes (vol 3): A Graphic Novel,1,8.24
6508853,12-23-25,9781958325360,Sophie: Wags To Wishes (vol 3): A Graphic Novel,10,67.50
